danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,retro
0.775,0.68,0,-5.508,0.0629,0.00906,0,0.109,0.656,114.025,4,False
0.565,0.603,9,-6.33,0.177,0.0264,4.02e-05,0.0738,0.171,177.996,4,False
0.705,0.64,11,-6.928,0.225,0.0237,0,0.262,0.887,144.077,4,False
0.866,0.813,11,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,4,False
0.59,0.562,11,-9.607,0.0505,0.0637,0,0.105,0.561,140.835,4,False
0.851,0.89,0,-6.156,0.0489,0.0706,0.000623,0.128,0.579,116.99,4,False
0.462,0.387,0,-7.401,0.0292,0.567,0,0.164,0.0428,122.698,4,False
0.738,0.482,6,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,4,False
0.58,0.376,7,-7.012,0.0252,0.784,0.000659,0.118,0.0872,104.996,4,False
0.548,0.254,3,-8.981,0.0314,0.59,1.55e-05,0.0937,0.0386,143.769,4,False
0.608,0.358,0,-10.018,0.0253,0.854,0.0186,0.113,0.365,103.94,4,False
0.723,0.413,4,-8.586,0.0321,0.0823,6.76e-06,0.0823,0.741,120.013,4,False
0.401,0.567,10,-9.131,0.0355,0.171,0.00859,0.103,0.362,171.059,3,False
0.534,0.445,4,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,4,False
0.264,0.285,1,-15.208,0.0385,0.892,0.000471,0.344,0.0776,84.825,4,False
0.354,0.549,1,-6.031,0.0384,0.715,3.69e-06,0.124,0.319,174.223,4,False
0.56,0.32,8,-14.34,0.0313,0.505,0.472,0.11,0.107,82.511,4,False
0.652,0.302,6,-9.949,0.0328,0.389,0.000251,0.153,0.398,129.902,4,False
0.513,0.122,7,-22.008,0.04,0.792,0.000652,0.0871,0.501,82.865,4,False
0.49,0.392,0,-11.264,0.0324,0.328,0.27,0.0773,0.0501,135.773,4,False
0.62,0.701,2,-8.241,0.0296,0.172,7.4e-05,0.242,0.447,134.966,4,False
0.584,0.793,9,-6.004,0.0532,0.134,3.88e-06,0.0532,0.512,92.028,4,False
0.678,0.296,5,-11.525,0.0299,0.797,0.00348,0.113,0.245,111.018,4,False
0.641,0.224,0,-11.891,0.0325,0.627,0,0.112,0.159,119.875,4,False
0.379,0.396,2,-11.247,0.0292,0.86,1.21e-05,0.118,0.407,138.36,5,False
0.524,0.512,1,-7.809,0.034,0.361,0,0.113,0.278,126.397,4,False
0.553,0.46,2,-10.32,0.0321,0.35,0.199,0.102,0.154,144.011,4,False
0.526,0.862,2,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,False
0.301,0.672,2,-4.497,0.0623,0.28,3.1e-05,0.0609,0.384,169.497,3,False
0.683,0.837,0,-5.46,0.0307,0.0276,2.98e-05,0.0627,0.565,115.933,4,False
0.677,0.304,6,-11.669,0.036,0.732,9.32e-05,0.113,0.0659,113.889,4,False
0.772,0.275,4,-11.312,0.032,0.869,5.33e-06,0.138,0.422,89.895,4,False
0.401,0.337,11,-7.365,0.0271,0.656,0,0.115,0.14,136.094,4,False
0.601,0.636,7,-7.283,0.0283,0.0657,0.0218,0.446,0.0812,109.987,4,False
0.611,0.499,7,-11.31,0.0445,0.523,4.13e-06,0.127,0.296,149.91,4,False
0.239,0.48,1,-6.689,0.0336,0.0526,0,0.147,0.349,168.054,4,False
0.39,0.582,0,-6.977,0.0416,0.0279,0.000372,0.136,0.0918,79.919,4,False
0.316,0.803,8,-7.143,0.0543,0.0172,0.166,0.36,0.308,117.233,4,False
0.407,0.33,4,-7.62,0.027,0.796,1.96e-05,0.0831,0.175,159.485,3,False
0.482,0.151,11,-12.259,0.0377,0.819,2.7e-06,0.124,0.0447,138.757,4,False
0.439,0.442,8,-8.873,0.0288,0.335,0.00889,0.107,0.189,119.81,4,False
0.572,0.155,6,-14.405,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3,False
0.397,0.542,5,-9.699,0.0295,0.0427,0.00575,0.117,0.509,150.189,4,False
0.556,0.297,10,-10.841,0.0344,0.717,1.64e-05,0.141,0.282,130.617,3,False
0.472,0.463,11,-6.321,0.028,0.367,0,0.136,0.316,165.046,3,False
0.246,0.482,8,-9.949,0.0359,0.713,0.226,0.102,0.0776,141.863,4,False
0.569,0.471,11,-9.688,0.0259,0.166,9.41e-06,0.419,0.409,104.998,4,False
0.66,0.522,2,-7.754,0.0323,0.196,0,0.356,0.524,135.825,4,False
0.655,0.605,11,-8.585,0.0335,0.423,2.74e-06,0.104,0.41,113.967,4,False
0.529,0.523,3,-6.925,0.0288,0.222,1.18e-06,0.0981,0.503,89.921,4,False
0.497,0.159,9,-18.554,0.0414,0.00204,0.871,0.113,0.036,110.079,4,False
0.565,0.579,2,-6.627,0.0276,0.819,0,0.0681,0.361,133.08,4,False
0.445,0.599,0,-6.824,0.0298,0.0508,4.26e-05,0.173,0.417,139.776,4,False
0.414,0.295,10,-9.271,0.033,0.846,0,0.079,0.218,125.833,4,False
0.638,0.738,6,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,4,False
0.25,0.765,11,-4.154,0.0414,0.0618,2.39e-06,0.118,0.219,165.207,4,False
0.55,0.377,4,-9.933,0.0254,0.442,0.0955,0.126,0.261,113.608,4,False
0.622,0.316,2,-14.387,0.0495,0.883,3.38e-05,0.1,0.723,139.334,3,False
0.503,0.513,2,-6.921,0.0277,0.608,9.39e-06,0.0845,0.344,133.149,4,False
0.559,0.354,6,-12.5,0.0309,0.454,0.00132,0.11,0.471,171.98,4,False
0.477,0.699,1,-7.038,0.0431,0.182,0,0.0905,0.629,163.233,4,False
0.479,0.411,1,-8.833,0.0282,0.555,0.00053,0.0797,0.316,89.779,4,False
0.414,0.172,9,-13.849,0.0323,0.969,6.72e-05,0.115,0.386,89.176,3,False
0.591,0.571,6,-5.573,0.0248,0.0158,0,0.13,0.26,75.04,4,False
0.466,0.496,1,-6.606,0.0302,0.626,6.22e-06,0.117,0.352,74.747,4,False
0.474,0.61,7,-6.594,0.0268,0.18,0,0.114,0.498,138.167,3,False
0.693,0.562,0,-7.323,0.0379,0.195,0,0.123,0.183,123.979,4,False
0.546,0.477,4,-9.051,0.0273,0.559,0.0612,0.0911,0.16,160.0,4,False
0.285,0.297,9,-9.259,0.0339,0.743,0,0.138,0.156,103.653,3,False
0.433,0.659,1,-7.01,0.0324,0.719,0.0561,0.159,0.609,105.218,4,False
0.445,0.949,2,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4,True
0.601,0.532,10,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4,True
0.576,0.432,10,-13.642,0.0314,0.233,0.00135,0.0743,0.348,132.144,4,True
0.579,0.508,2,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,True
0.683,0.53,2,-8.542,0.0601,0.41,7.43e-05,0.06,0.579,124.392,4,True
0.633,0.357,5,-9.366,0.0264,0.105,0,0.133,0.674,104.938,4,True
0.721,0.743,1,-6.358,0.0525,0.0835,0,0.135,0.867,112.504,4,True
0.527,0.415,4,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,4,True
0.572,0.214,7,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,4,True
0.543,0.87,9,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,4,True
0.554,0.315,3,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4,True
0.763,0.665,9,-7.914,0.0444,0.542,3.28e-05,0.0972,0.803,108.035,4,True
0.583,0.947,5,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,4,True
0.645,0.598,1,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4,True
0.331,0.55,0,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,True
0.638,0.867,2,-6.469,0.0331,0.144,0.000733,0.0846,0.805,115.692,4,True
0.665,0.673,0,-7.95,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4,True
0.791,0.733,5,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,4,True
0.365,0.338,2,-13.406,0.0322,0.735,0,0.104,0.446,79.241,4,True
0.684,0.675,11,-8.123,0.0257,0.163,0,0.242,0.924,107.064,4,True
0.682,0.509,1,-11.887,0.0784,0.146,5.02e-06,0.0886,0.605,88.934,4,True
0.622,0.707,3,-8.826,0.0717,0.0641,0,0.0638,0.725,107.352,4,True
0.66,0.748,2,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,4,True
0.758,0.378,8,-15.308,0.0449,0.284,0,0.049,0.985,120.736,4,True
0.557,0.791,0,-7.201,0.0389,0.0254,0.000264,0.0605,0.895,122.34,4,True
0.549,0.651,0,-7.097,0.0323,0.583,0,0.121,0.368,122.818,4,True
0.598,0.797,7,-6.793,0.0332,0.0424,0.000407,0.0717,0.622,123.566,4,True
0.406,0.698,8,-7.024,0.0624,0.186,0,0.233,0.333,109.266,3,True
0.559,0.473,5,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,4,True
0.731,0.386,0,-12.331,0.0444,0.838,0,0.195,0.962,92.867,4,True
0.595,0.379,10,-12.058,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,True
0.414,0.161,7,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,4,True
0.476,0.677,0,-11.175,0.0365,0.211,0,0.0601,0.691,170.879,4,True
0.446,0.142,9,-13.498,0.0335,0.96,0.00114,0.101,0.156,135.724,4,True
0.599,0.761,0,-6.887,0.0421,0.713,4.74e-06,0.349,0.712,77.015,4,True
0.591,0.396,9,-14.753,0.0371,0.107,0,0.248,0.781,126.091,4,True
0.545,0.67,9,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,4,True
0.474,0.917,9,-4.19,0.0395,0.582,0.231,0.201,0.902,152.113,4,True
0.674,0.537,1,-10.971,0.0363,0.566,0,0.131,0.809,110.578,4,True
0.417,0.339,10,-13.487,0.0819,0.454,2.26e-05,0.135,0.719,165.451,4,True
0.531,0.818,2,-5.358,0.0452,0.0694,0.0096,0.263,0.471,90.767,4,True
0.523,0.758,2,-9.81,0.0403,0.133,0,0.0952,0.766,135.437,4,True
0.308,0.464,10,-9.032,0.0279,0.418,2.49e-06,0.143,0.318,103.734,4,True
0.474,0.473,2,-11.454,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,4,True
0.481,0.826,1,-6.974,0.0851,0.182,0.00352,0.324,0.819,118.679,4,True
0.783,0.878,1,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,4,True
0.653,0.719,10,-5.262,0.0363,0.684,0,0.408,0.682,136.153,4,True
0.745,0.656,10,-6.393,0.0405,0.188,0.00337,0.0941,0.858,105.318,4,True
0.54,0.707,0,-5.541,0.0294,0.0291,1.24e-06,0.368,0.494,118.875,4,True
0.728,0.878,11,-6.926,0.0564,0.176,0.856,0.61,0.911,126.59,4,True
0.404,0.523,4,-15.7,0.0575,0.685,0.000498,0.282,0.164,133.738,4,True
0.682,0.537,2,-10.254,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,4,True
0.575,0.318,0,-16.729,0.109,0.683,0.000202,0.0934,0.385,104.522,4,True
0.799,0.71,4,-5.099,0.0397,0.0367,0.000372,0.12,0.767,110.732,4,True
0.784,0.893,7,-5.153,0.0923,0.3,1.57e-05,0.272,0.819,118.738,4,True
0.578,0.767,5,-4.654,0.0314,0.195,0,0.168,0.666,118.938,4,True
0.706,0.39,9,-13.673,0.0324,0.0221,3.81e-05,0.0944,0.839,90.584,4,True
0.265,0.824,1,-5.654,0.0991,0.0991,0,0.359,0.811,203.206,4,True
0.783,0.322,0,-15.091,0.0343,0.213,0.00243,0.114,0.77,128.226,4,True
0.619,0.22,0,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,True
0.547,0.257,0,-12.358,0.0252,0.907,0.183,0.0935,0.169,75.752,4,True
0.575,0.912,7,-7.275,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4,True
0.354,0.535,9,-8.876,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,4,True
0.606,0.282,9,-12.207,0.0339,0.501,8.3e-06,0.152,0.563,67.409,4,True
0.489,0.724,5,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292,4,True
0.722,0.541,1,-14.951,0.0282,0.0241,0.000785,0.0941,0.917,109.152,4,True
0.482,0.835,6,-7.68,0.0539,0.0191,0.0143,0.162,0.776,96.444,4,True
0.499,0.33,7,-11.467,0.0348,0.589,4.21e-05,0.102,0.395,135.993,4,True
0.643,0.909,11,-8.467,0.0958,0.233,0,0.081,0.819,102.203,4,True
0.747,0.663,2,-9.415,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,4,True
0.758,0.841,0,-7.509,0.0319,0.0544,0.000153,0.103,0.849,114.487,4,True
0.497,0.349,7,-14.0,0.0297,0.0929,0.028,0.259,0.421,113.762,4,True
0.562,0.503,1,-14.836,0.0335,0.319,0,0.163,0.846,127.827,4,True
0.456,0.383,9,-9.516,0.0263,0.715,0,0.127,0.67,82.026,4,True
0.894,0.559,1,-8.547,0.0568,0.248,0,0.0762,0.929,128.164,4,True
0.641,0.657,1,-9.354,0.0604,0.276,0.0261,0.713,0.602,78.132,4,True
0.55,0.741,2,-7.109,0.0299,0.0426,3.72e-06,0.235,0.903,107.327,4,True
0.867,0.746,7,-7.445,0.0475,0.0453,0,0.123,0.933,118.616,4,True
0.324,0.335,0,-15.595,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,4,True
0.461,0.499,11,-10.443,0.0316,0.238,0,0.135,0.387,137.687,4,True
0.429,0.554,9,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,4,True
0.531,0.747,7,-9.368,0.0344,0.146,0.0722,0.07,0.761,93.559,4,True
0.424,0.321,7,-13.162,0.0312,0.622,0.0196,0.0903,0.405,133.126,3,True
0.675,0.49,6,-7.818,0.0395,0.714,0.000313,0.113,0.353,84.409,4,True
0.335,0.303,9,-10.943,0.0315,0.932,0.0271,0.0907,0.186,114.224,4,True
0.598,0.673,2,-10.431,0.0693,0.0422,6.84e-05,0.289,0.59,102.035,4,True
0.7,0.816,7,-9.711,0.044,0.00115,0.00123,0.0901,0.838,113.244,4,True
0.571,0.654,2,-11.034,0.0501,0.551,0,0.0599,0.947,117.955,4,True
0.729,0.844,5,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,4,True
0.325,0.308,2,-11.503,0.0297,0.92,0.00603,0.441,0.447,147.117,3,True
0.484,0.508,0,-9.308,0.0364,0.376,0.000791,0.0961,0.554,151.867,4,True
0.504,0.673,0,-11.834,0.0336,0.214,2.29e-06,0.171,0.581,120.418,4,True
0.43,0.374,11,-9.949,0.0292,0.372,0.379,0.316,0.191,128.56,4,True
0.491,0.439,5,-11.67,0.0301,0.529,0,0.102,0.808,147.062,4,True
0.474,0.711,0,-8.858,0.0611,0.28,2.07e-06,0.111,0.52,120.094,4,True
0.814,0.482,9,-10.493,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,4,True
0.826,0.718,10,-10.388,0.0555,0.0845,5.44e-06,0.0652,0.884,105.857,4,True
0.255,0.43,9,-12.564,0.0322,0.546,1.87e-05,0.188,0.546,164.267,4,True
0.539,0.806,4,-6.218,0.0642,0.592,0,0.189,0.529,83.466,4,True
0.39,0.0803,8,-20.518,0.0306,0.874,0.000639,0.127,0.184,150.503,3,True
0.27,0.944,4,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,4,True
0.404,0.902,1,-3.88,0.0665,0.577,0.297,0.287,0.497,115.669,4,True
0.654,0.873,0,-6.01,0.0329,0.219,2.85e-05,0.0838,0.967,128.899,4,True
0.786,0.469,2,-11.336,0.105,0.00776,0,0.0834,0.8,119.929,4,True
0.585,0.619,5,-12.923,0.0324,0.0405,3.48e-05,0.326,0.933,122.872,4,True
0.699,0.502,9,-12.526,0.0278,0.0607,0.0337,0.317,0.676,105.266,4,True
0.649,0.679,2,-12.515,0.0316,0.464,0.00121,0.339,0.971,126.867,4,True
0.505,0.476,2,-12.897,0.0711,0.25,0.00915,0.113,0.542,99.31,4,True
0.608,0.746,0,-8.851,0.354,0.026,2.39e-06,0.043,0.745,134.03,4,True
0.671,0.71,9,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4,True
0.625,0.35,9,-8.395,0.0436,0.398,6.76e-05,0.123,0.69,113.688,4,True
0.653,0.73,5,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,4,True
0.479,0.512,11,-12.462,0.0382,0.000199,0.0164,0.123,0.795,118.953,4,True
0.651,0.801,0,-7.34,0.0514,0.123,0,0.0825,0.776,133.769,4,True
0.442,0.793,11,-5.378,0.0354,0.0557,0,0.0934,0.547,123.67,4,True
0.468,0.839,9,-7.39,0.0365,0.459,0.461,0.151,0.935,151.842,4,True
0.524,0.955,0,-7.081,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,4,True
0.635,0.686,9,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,4,True
0.307,0.433,1,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9,4,True
0.68,0.53,11,-13.105,0.0889,0.417,0.011,0.0559,0.352,124.551,4,True
0.75,0.506,7,-12.812,0.304,0.00872,0,0.123,0.78,121.765,4,True
0.462,0.84,2,-6.667,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,4,True
0.445,0.529,0,-10.94,0.026,0.261,0.0162,0.184,0.749,79.296,4,True
0.543,0.529,7,-9.717,0.0301,0.326,0.00269,0.709,0.746,85.126,4,True
0.334,0.472,0,-8.792,0.0277,0.6,3.77e-06,0.317,0.431,179.167,3,True
0.41,0.761,4,-9.453,0.0687,0.0685,0.00772,0.0758,0.392,132.923,4,True
0.705,0.743,1,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,4,True
0.385,0.783,9,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,4,True
0.323,0.978,5,-3.841,0.118,0.0422,0.00019,0.201,0.168,134.222,4,True
0.473,0.898,6,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,4,True
0.437,0.864,4,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394,4,True
0.472,0.366,11,-12.595,0.0286,0.15,0.308,0.0837,0.171,127.167,4,True
0.625,0.758,5,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,4,True
0.694,0.577,4,-14.63,0.0308,0.015,0.00836,0.0853,0.845,114.478,4,True
0.567,0.803,5,-7.345,0.128,0.0336,0.000164,0.728,0.661,156.395,4,True
0.354,0.731,2,-9.178,0.0382,0.0812,0.00124,0.115,0.697,170.633,4,True
0.531,0.948,9,-5.438,0.0568,0.006,0.0117,0.694,0.498,136.891,4,True
0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,4,True
0.398,0.86,7,-4.574,0.0663,0.00155,0.683,0.154,0.564,138.09,4,True
0.828,0.492,0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,4,True
0.532,0.663,0,-5.886,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,4,True
0.338,0.34,9,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,4,True
0.322,0.265,2,-13.398,0.0302,0.0726,0.34,0.366,0.207,133.577,4,True
0.549,0.916,4,-4.185,0.034,0.0049,0.123,0.104,0.632,127.131,4,True
0.479,0.601,7,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,4,True
0.344,0.79,2,-7.456,0.0983,0.0823,0.0017,0.187,0.202,133.186,4,True
0.513,0.396,7,-13.061,0.0299,0.251,0.177,0.11,0.229,140.208,4,True
0.721,0.521,2,-8.123,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,True
0.285,0.56,0,-7.469,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,4,True
0.62,0.559,2,-10.568,0.037,0.716,0.435,0.133,0.527,129.4,4,True
0.377,0.681,7,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,True
0.642,0.641,2,-12.444,0.049,0.154,1.23e-06,0.0475,0.85,120.316,4,True
0.589,0.85,2,-6.143,0.0343,0.0606,0.779,0.274,0.813,130.318,4,True
0.693,0.497,2,-7.316,0.119,0.679,0,0.258,0.473,81.308,4,True
0.839,0.73,2,-6.072,0.0809,0.0477,0.00792,0.0305,0.596,124.653,4,True
0.685,0.806,2,-12.151,0.0497,0.233,0.728,0.105,0.31,134.889,4,True
0.548,0.691,4,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,4,True
0.383,0.97,9,-5.638,0.0435,0.0276,0,0.0942,0.62,101.603,4,True
0.55,0.726,2,-8.51,0.0516,0.146,0.00608,0.428,0.37,92.697,4,True
0.498,0.515,11,-11.985,0.0395,0.0936,0,0.1,0.616,127.761,4,True
0.435,0.657,5,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,4,True
0.392,0.402,0,-9.961,0.0536,0.288,0,0.243,0.228,143.883,4,True
0.55,0.824,2,-5.988,0.0334,0.448,0.000127,0.366,0.777,114.512,4,True
0.611,0.35,5,-14.48,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,4,True
0.429,0.668,4,-7.539,0.044,0.208,0,0.538,0.398,77.737,4,True
0.795,0.564,7,-10.482,0.0392,0.0934,0.000531,0.0631,0.961,124.166,4,True
0.561,0.754,9,-12.769,0.112,0.61,0.0194,0.328,0.642,100.08,4,True
0.58,0.885,0,-5.154,0.0715,0.1,0.00157,0.146,0.788,145.405,4,True
0.729,0.818,2,-9.992,0.0732,0.157,0.284,0.195,0.906,125.814,4,True
0.465,0.865,11,-9.573,0.098,0.018,0.00135,0.0769,0.677,117.528,4,True
0.456,0.696,5,-10.0,0.0653,0.291,0.000207,0.0853,0.508,142.156,4,True
0.482,0.786,7,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4,True
0.714,0.937,6,-2.947,0.0399,0.206,0,0.0731,0.964,124.13,4,True
0.294,0.745,5,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,4,True
0.501,0.813,11,-8.192,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,4,True
0.38,0.76,9,-10.961,0.0378,0.00298,0.0294,0.104,0.491,99.437,4,True
0.617,0.461,5,-14.485,0.0434,0.148,0.0151,0.12,0.828,93.853,4,True
0.575,0.67,7,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4,True
0.782,0.549,2,-12.066,0.344,0.0647,0.000111,0.0774,0.955,142.484,4,True
0.733,0.794,5,-10.023,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,True
0.249,0.834,0,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,True
0.586,0.7,0,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,True
0.354,0.62,8,-9.632,0.0557,0.0833,0.00797,0.0832,0.184,132.526,4,True
0.48,0.626,5,-8.406,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,4,True
0.268,0.459,7,-6.948,0.0346,0.378,0,0.119,0.172,64.223,4,True
0.545,0.64,4,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544,4,True
0.582,0.81,1,-7.024,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,4,True
0.526,0.509,7,-10.893,0.0628,0.6,0,0.144,0.497,138.318,4,True
0.623,0.824,6,-8.971,0.0479,0.0195,0.13,0.0491,0.574,111.356,4,True
0.86,0.666,3,-8.492,0.0375,0.0756,0.00973,0.0501,0.473,98.296,4,True
0.77,0.858,10,-7.086,0.0492,0.0106,0.685,0.0298,0.76,109.883,4,True
0.855,0.847,2,-9.019,0.042,0.234,0.00062,0.345,0.89,122.644,4,True
0.561,0.311,2,-14.981,0.265,0.26,0.000237,0.353,0.702,195.996,4,True
0.773,0.561,9,-10.224,0.225,0.204,0,0.0575,0.717,112.582,4,True
0.856,0.726,10,-7.817,0.229,0.271,1.37e-06,0.42,0.848,108.481,4,True
0.72,0.757,0,-10.723,0.0627,0.0502,0.00256,0.0666,0.484,118.27,4,True
0.748,0.755,6,-7.28,0.0782,0.0554,0,0.0628,0.886,98.284,4,True
0.623,0.681,5,-15.733,0.0604,0.101,0.0158,0.269,0.843,107.319,4,True
0.865,0.652,5,-9.046,0.143,0.566,0.000919,0.0833,0.829,90.081,4,True
0.802,0.756,2,-10.791,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,True
0.717,0.665,9,-9.503,0.0523,0.0659,0,0.326,0.774,105.693,4,True
0.822,0.854,8,-6.7,0.237,0.178,0.00574,0.0343,0.691,111.301,4,True
0.706,0.699,9,-12.629,0.172,0.608,0,0.0762,0.7,97.993,4,True
0.803,0.687,5,-6.567,0.121,0.381,3.52e-06,0.355,0.818,108.234,4,True
0.839,0.565,9,-12.149,0.125,0.149,0.000164,0.0825,0.832,112.788,4,True
0.577,0.853,10,-8.097,0.112,0.00585,0.00699,0.0612,0.882,191.255,4,True
0.78,0.542,0,-10.99,0.0464,0.0107,0.306,0.0869,0.808,111.271,4,True
0.724,0.751,9,-11.934,0.0594,0.0065,0.000135,0.226,0.936,119.24,4,True
0.812,0.507,1,-8.825,0.0452,0.0399,0.0831,0.0671,0.729,114.832,4,True
0.9,0.709,9,-12.683,0.0636,0.296,0.00047,0.0863,0.897,105.822,4,True
0.602,0.762,5,-15.066,0.0981,0.0228,0.00156,0.314,0.401,122.443,4,True
0.667,0.415,10,-12.527,0.174,0.413,0.0162,0.233,0.93,87.284,4,True
0.831,0.782,4,-10.48,0.0595,0.0731,0.0171,0.032,0.631,107.877,4,True
0.794,0.841,3,-6.46,0.0361,0.0415,7.35e-05,0.0665,0.902,118.501,4,True
0.473,0.904,5,-11.14,0.0426,0.00106,0.765,0.0937,0.757,120.212,4,True
0.782,0.777,4,-8.434,0.0409,0.304,0.00113,0.0752,0.872,122.431,4,True
0.646,0.334,8,-20.239,0.0372,0.546,2.71e-05,0.109,0.836,101.865,4,True
0.781,0.689,0,-7.781,0.0448,0.131,0.409,0.298,0.838,112.338,4,True
0.485,0.706,9,-14.863,0.0439,0.0406,0.000192,0.305,0.859,120.355,4,True
0.4,0.655,5,-12.703,0.0513,0.0579,0.000601,0.174,0.897,133.965,4,True
0.701,0.83,11,-10.517,0.0667,0.125,0.329,0.114,0.648,107.772,4,True
0.662,0.672,6,-12.779,0.0402,0.0988,0.00981,0.0766,0.964,110.335,4,True
0.758,0.586,11,-13.461,0.056,0.033,0.0028,0.0743,0.947,154.629,4,True
0.611,0.918,1,-9.124,0.0681,0.0947,7.29e-06,0.81,0.584,114.73,4,True
0.7,0.669,0,-10.922,0.0409,0.0185,0.00899,0.194,0.669,116.956,4,True
0.809,0.892,0,-11.443,0.0437,0.0629,0.344,0.0334,0.89,124.435,4,True
0.868,0.686,2,-9.401,0.4,0.2,0,0.929,0.765,118.142,4,True
0.638,0.861,7,-9.867,0.0598,0.000182,0.562,0.308,0.351,117.767,4,True
0.748,0.761,2,-10.871,0.0619,0.148,0.004,0.0746,0.654,110.708,4,True
0.718,0.628,1,-9.929,0.268,0.198,0.001,0.351,0.859,96.817,4,True
0.49,0.558,2,-12.367,0.117,0.143,0,0.27,0.86,196.656,4,True
0.703,0.933,7,-4.577,0.139,0.147,0.00593,0.0512,0.575,111.646,4,True
0.62,0.54,4,-14.636,0.0422,0.349,2.53e-05,0.187,0.759,118.823,4,True
0.602,0.876,0,-9.356,0.0343,0.00271,0.329,0.0814,0.96,108.845,4,True
0.668,0.736,1,-7.511,0.0455,0.242,6.51e-05,0.35,0.954,110.496,4,True
0.557,0.835,8,-9.57,0.0578,0.824,0.379,0.111,0.76,106.848,4,True
0.79,0.611,9,-13.937,0.12,0.268,0.00483,0.543,0.739,105.826,4,True
